# OBJECT = MAXI_J1535-571
# INST = NICER
# TODAY = 2018-07-03 18:03:36.031125
# INFILE = /Users/abbie/Dropbox/Research/MAXIJ1535_B-QPO/in/rise_evtlists.txt
# N_BINS = 16384
# DT = 0.003906250 s
# DF = 0.015625000 Hz
# N_SECOND = 64
# 
# ni+obsID start_time end_time total_rate broad_rate rms hard_rate soft_rate hardness nz_rate ibg_rate hrej_rate
# 
1050360105 116802170.000000000 116802234.000000000 6965.718750 2675.281250 0.150347214 138.406250 2079.343750 0.06656247 0.765625 0.015625 0.140625
1050360105 116802234.000000000 116802298.000000000 7038.156250 2717.750000 0.143912756 138.796875 2094.968750 0.06625248 0.531250 0.000000 0.109375
1050360105 116802298.000000000 116802362.000000000 7012.812500 2689.359375 0.153293208 135.890625 2095.812500 0.06483911 0.703125 0.000000 0.109375
1050360105 116802362.000000000 116802426.000000000 7121.484375 2736.609375 0.143665480 136.250000 2130.453125 0.06395353 0.843750 0.000000 0.062500
1050360105 116807344.000000000 116807408.000000000 7050.687500 2706.437500 0.144462733 138.343750 2109.937500 0.06556770 0.812500 0.000000 0.125000
1050360105 116807408.000000000 116807472.000000000 7004.656250 2690.953125 0.146153801 139.343750 2091.890625 0.06661139 0.765625 0.000000 0.078125
1050360105 116807472.000000000 116807536.000000000 6992.515625 2691.734375 0.142160558 135.046875 2093.390625 0.06451107 0.640625 0.000000 0.125000
1050360105 116807536.000000000 116807600.000000000 6980.781250 2669.468750 0.143140223 135.750000 2107.562500 0.06441090 0.671875 0.000000 0.062500
1050360105 116807600.000000000 116807664.000000000 7228.828125 2776.718750 0.154139407 141.546875 2154.062500 0.06571159 0.718750 0.000000 0.125000
1050360105 116807664.000000000 116807728.000000000 7024.453125 2698.281250 0.146058374 135.078125 2102.671875 0.06424118 0.765625 0.000000 0.078125
